생산일,제품코드,제품명,생산수량,제품LOT,소비기한,상태,채널
2026-04-30,PR065,,7,PRD-20260430-PR065-1675,2026-07-29,완료,coupang
2026-04-30,PR065,,7,PRD-20260430-PR065-1675,2026-07-29,완료,coupang
2026-04-30,PR066,,7,PRD-20260430-PR066-1675,2026-05-03,완료,coupang
2026-04-30,PR067,,36,PRD-20260430-PR067-1675,2026-05-03,완료,coupang
2026-04-30,PR068,,7,PRD-20260430-PR068-1675,2026-05-03,완료,coupang
2026-04-30,PR069,,12,PRD-20260430-PR069-6997,2026-05-03,완료,coupang
2026-04-30,PR070,,8,PRD-20260430-PR070-1675,2026-05-03,완료,coupang
2026-04-30,PR071,,42,PRD-20260430-PR071-9680,2026-05-05,완료,oasis_paste
2026-04-30,PR071,,7,PRD-20260430-PR071-1675,2026-05-05,완료,coupang
2026-04-30,PR072,,22,PRD-20260430-PR072-9680,2026-05-05,완료,oasis_paste
2026-04-30,PR072,,4,PRD-20260430-PR072-1880,2026-05-05,완료,coupang
2026-04-30,PR073,,4,PRD-20260430-PR073-1880,2026-05-03,완료,coupang
2026-04-30,PR074,,8,PRD-20260430-PR074-4445,2026-07-29,완료,coupang
2026-04-30,PR075,,16,PRD-20260430-PR075-1880,2026-05-04,완료,coupang
2026-04-30,PR077,,5,PRD-20260430-PR077-4445,2026-05-03,완료,coupang
2026-04-30,PR078,,38,PRD-20260430-PR078-9680,2026-05-05,완료,oasis_paste
2026-04-30,PR078,,7,PRD-20260430-PR078-4445,2026-05-05,완료,coupang
2026-04-30,PR079,,48,PRD-20260430-PR079-6997,2026-05-03,완료,coupang
2026-04-30,PR080,,24,PRD-20260430-PR080-6997,2026-07-29,완료,coupang
2026-04-30,PR081,,16,PRD-20260430-PR081-1880,2026-05-03,완료,coupang
2026-04-30,PR082,,5,PRD-20260430-PR082-1675,2026-05-03,완료,coupang
2026-04-30,PR083,,8,PRD-20260430-PR083-1880,2026-07-29,완료,coupang
2026-04-30,PR084,,2,PRD-20260430-PR084-9680,2026-05-05,완료,oasis_paste
2026-04-30,PR084,,24,PRD-20260430-PR084-4445,2026-05-05,완료,coupang
2026-04-30,PR085,,7,PRD-20260430-PR085-4445,2026-05-03,완료,coupang
2026-04-30,PR086,,7,PRD-20260430-PR086-4445,2026-05-03,완료,coupang
2026-04-30,PR087,,5,PRD-20260430-PR087-4445,2026-05-03,완료,coupang
2026-04-30,PR088,,8,PRD-20260430-PR088-4445,2026-05-03,완료,coupang
2026-04-30,PR089,,24,PRD-20260430-PR089-1880,2026-05-03,완료,coupang
2026-04-30,PR090,,6,PRD-20260430-PR090-4445,2026-05-03,완료,coupang
2026-04-30,PR091,,8,PRD-20260430-PR091-4445,2026-05-03,완료,coupang
2026-04-30,PR092,,88,PRD-20260430-PR092-4445,2026-07-29,완료,coupang
2026-04-30,PR093,,8,PRD-20260430-PR093-4445,2026-05-03,완료,coupang
2026-04-30,PR094,,8,PRD-20260430-PR094-4445,2026-05-03,완료,coupang
2026-04-30,PR095,,8,PRD-20260430-PR095-1880,2026-05-03,완료,coupang
2026-04-30,PR096,,20,PRD-20260430-PR096-2507,2026-05-03,완료,coupang
2026-04-30,PR097,,10,PRD-20260430-PR097-6997,2026-05-03,완료,coupang
2026-04-30,PR098,,10,PRD-20260430-PR098-2507,2026-05-03,완료,coupang
2026-04-30,PR099,,10,PRD-20260430-PR099-6997,2026-05-03,완료,coupang
2026-04-30,PR100,,10,PRD-20260430-PR100-6997,2026-05-03,완료,coupang
2026-04-30,PR106,,40,PRD-20260430-PR106-4445,2026-05-03,완료,coupang
2026-04-30,PR108,,20,PRD-20260430-PR108-6997,2026-05-03,완료,coupang
2026-04-30,PR109,,10,PRD-20260430-PR109-6997,2026-05-03,완료,coupang
2026-04-30,PR110,,10,PRD-20260430-PR110-6997,2026-05-03,완료,coupang
2026-04-30,PR111,,20,PRD-20260430-PR111-2507,2026-05-03,완료,coupang
2026-04-30,PR112,,110,PRD-20260430-PR112-6997,2026-05-03,완료,coupang
2026-04-30,PR113,,20,PRD-20260430-PR113-2507,2026-05-03,완료,coupang
2026-04-30,PR114,,130,PRD-20260430-PR114-6997,2026-05-03,완료,coupang
2026-04-30,PR115,,10,PRD-20260430-PR115-2507,2026-05-07,완료,coupang
2026-04-30,PR116,,10,PRD-20260430-PR116-2507,2026-05-03,완료,coupang
2026-04-30,PR117,,40,PRD-20260430-PR117-2507,2026-05-03,완료,coupang
2026-04-30,PR118,,60,PRD-20260430-PR118-2507,2026-05-03,완료,coupang
2026-04-30,PR119,,20,PRD-20260430-PR119-2507,2026-05-03,완료,coupang
2026-04-30,PR120,,40,PRD-20260430-PR120-2507,2026-05-03,완료,coupang
2026-04-30,PR122,,20,PRD-20260430-PR122-2507,2026-05-03,완료,coupang
2026-04-30,PR123,,30,PRD-20260430-PR123-6997,2026-05-03,완료,coupang
2026-04-30,PR124,,10,PRD-20260430-PR124-2507,2026-05-03,완료,coupang
2026-04-30,PR125,,10,PRD-20260430-PR125-6997,2026-05-03,완료,coupang
2026-04-30,PR127,,6,PRD-20260430-PR127-1880,2026-05-03,완료,coupang
2026-04-30,PR128,,40,PRD-20260430-PR128-1880,2026-05-03,완료,coupang
2026-04-30,PR129,,10,PRD-20260430-PR129-2507,2026-05-03,완료,coupang
2026-04-30,PR138,,20,PRD-20260430-PR138-6997,2026-05-31,완료,coupang
2026-04-30,PR140,,18,PRD-20260430-PR140-9680,2026-08-02,완료,oasis_paste
2026-04-30,PR147,,7,PRD-20260430-PR147-9680,2026-08-02,완료,oasis_paste
2026-04-30,PR149,,13,PRD-20260430-PR149-9680,2026-08-02,완료,oasis_paste
2026-04-30,PR150,,4,PRD-20260430-PR150-1675,2026-05-03,완료,coupang
2026-04-30,PR153,,6,PRD-20260430-PR153-1675,2026-05-03,완료,coupang
2026-04-30,PR154,,7,PRD-20260430-PR154-1675,2026-07-29,완료,coupang
2026-04-30,PR155,,6,PRD-20260430-PR155-4445,2026-05-03,완료,coupang
2026-04-30,PR156,,20,PRD-20260430-PR156-4445,2026-05-31,완료,coupang
2026-04-30,PR159,,3,PRD-20260430-PR159-1880,2026-05-04,완료,coupang
2026-04-30,PR160,,3,PRD-20260430-PR160-1880,2026-05-03,완료,coupang
2026-04-30,PR161,,15,PRD-20260430-PR161-1880,2026-05-03,완료,coupang
2026-04-30,PR165,,10,PRD-20260430-PR165-1675,2026-05-03,완료,coupang
2026-04-30,PR170,,10,PRD-20260430-PR170-1675,2026-05-03,완료,coupang
2026-04-30,PR171,,60,PRD-20260430-PR171-2507,2026-05-03,완료,coupang
2026-04-30,PR172,,10,PRD-20260430-PR172-1675,2026-05-03,완료,coupang
2026-04-30,PR173,,10,PRD-20260430-PR173-1675,2026-05-03,완료,coupang
2026-04-30,PR174,,10,PRD-20260430-PR174-4445,2026-05-03,완료,coupang
2026-04-30,PR176,,3,PRD-20260430-PR176-1880,2026-05-03,완료,coupang
2026-04-30,PR177,,6,PRD-20260430-PR177-1675,2026-05-03,완료,coupang
2026-04-30,PR178,,6,PRD-20260430-PR178-4445,2026-05-03,완료,coupang
2026-04-30,PR184,,20,PRD-20260430-PR184-6997,2026-05-31,완료,coupang
2026-04-30,PR186,,10,PRD-20260430-PR186-4445,2026-05-03,완료,coupang
2026-04-30,PR188,,7,PRD-20260430-PR188-4445,2026-05-03,완료,coupang
2026-04-30,PR189,,7,PRD-20260430-PR189-4445,2026-05-03,완료,coupang
2026-04-30,PR193,,6,PRD-20260430-PR193-4445,2026-05-03,완료,coupang
2026-04-30,PR194,,20,PRD-20260430-PR194-1675,2026-05-31,완료,coupang
2026-04-30,PR196,,60,PRD-20260430-PR196-2507,2026-05-03,완료,coupang
2026-04-30,PR197,,60,PRD-20260430-PR197-6997,2026-05-03,완료,coupang
2026-04-30,PR198,,40,PRD-20260430-PR198-2507,2026-05-03,완료,coupang
2026-04-30,PR199,,40,PRD-20260430-PR199-2507,2026-05-03,완료,coupang
2026-04-30,PR200,,40,PRD-20260430-PR200-2507,2026-05-03,완료,coupang
2026-04-30,PR205,,20,PRD-20260430-PR205-1675,2026-05-31,완료,coupang
2026-04-30,PR221,,3,PRD-20260430-PR221-9680,2026-08-02,완료,oasis_paste
2026-04-30,PR222,,8,PRD-20260430-PR222-9680,2026-08-02,완료,oasis_paste
2026-04-30,PR224,,6,PRD-20260430-PR224-9680,2026-08-02,완료,oasis_paste
2026-04-30,PR231,,20,PRD-20260430-PR231-1675,2026-05-31,완료,coupang
2026-04-29,PD192,"아몬드토끼쿠키, 1개, 180g",7,PRD-20260429-PD192-2806,2026-05-02,완료,coupang
2026-04-29,PR001,,6,PRD-20260429-PR001-8802,2026-05-02,완료,coupang
2026-04-29,PR002,,3,PRD-20260429-PR002-8802,2026-05-02,완료,coupang
2026-04-29,PR003,,4,PRD-20260429-PR003-8802,2026-05-02,완료,coupang
2026-04-29,PR004,,10,PRD-20260429-PR004-9207,2026-05-02,완료,coupang
2026-04-29,PR004,,6,PRD-20260429-PR004-9207,2026-05-02,완료,coupang
2026-04-29,PR005,,1,PRD-20260429-PR005-0489,2026-05-04,완료,oasis_paste
2026-04-29,PR005,,8,PRD-20260429-PR005-8802,2026-05-04,완료,coupang
2026-04-29,PR007,,3,PRD-20260429-PR007-0489,2026-07-28,완료,oasis_paste
2026-04-29,PR008,,15,PRD-20260429-PR008-9207,2026-05-02,완료,coupang
2026-04-29,PR011,,6,PRD-20260429-PR011-8802,2026-05-02,완료,coupang
2026-04-29,PR012,,6,PRD-20260429-PR012-8802,2026-05-02,완료,coupang
2026-04-29,PR013,,8,PRD-20260429-PR013-5459,2026-05-03,완료,coupang
2026-04-29,PR014,,14,PRD-20260429-PR014-1284,2026-07-28,완료,coupang
2026-04-29,PR014,,40,PRD-20260429-PR014-7272,2026-07-28,완료,kurly_paste
2026-04-29,PR015,,7,PRD-20260429-PR015-2806,2026-05-02,완료,coupang
2026-04-29,PR016,,12,PRD-20260429-PR016-1284,2026-05-03,완료,coupang
2026-04-29,PR017,,12,PRD-20260429-PR017-1284,2026-05-03,완료,coupang
2026-04-29,PR017,,12,PRD-20260429-PR017-1284,2026-05-03,완료,coupang
2026-04-29,PR018,,4,PRD-20260429-PR018-8802,2026-05-03,완료,coupang
2026-04-29,PR020,,20,PRD-20260429-PR020-0489,2026-07-28,완료,oasis_paste
2026-04-29,PR020,,24,PRD-20260429-PR020-1284,2026-07-28,완료,coupang
2026-04-29,PR021,,3,PRD-20260429-PR021-1284,2026-05-02,완료,coupang
2026-04-29,PR022,,1,PRD-20260429-PR022-0489,2026-05-04,완료,oasis_paste
2026-04-29,PR022,,12,PRD-20260429-PR022-1284,2026-05-04,완료,coupang
2026-04-29,PR024,,7,PRD-20260429-PR024-9207,2026-05-02,완료,coupang
2026-04-29,PR025,,7,PRD-20260429-PR025-9207,2026-05-02,완료,coupang
2026-04-29,PR026,,12,PRD-20260429-PR026-9207,2026-05-02,완료,coupang
2026-04-29,PR028,,6,PRD-20260429-PR028-1284,2026-05-02,완료,coupang
2026-04-29,PR029,,9,PRD-20260429-PR029-0489,2026-05-04,완료,oasis_paste
2026-04-29,PR029,,6,PRD-20260429-PR029-1284,2026-05-04,완료,coupang
2026-04-29,PR030,,7,PRD-20260429-PR030-8802,2026-05-02,완료,coupang
2026-04-29,PR031,,1,PRD-20260429-PR031-0489,2026-07-28,완료,oasis_paste
2026-04-29,PR031,,48,PRD-20260429-PR031-8802,2026-07-28,완료,coupang
2026-04-29,PR031,,48,PRD-20260429-PR031-8802,2026-07-28,완료,coupang
2026-04-29,PR031,,30,PRD-20260429-PR031-7272,2026-07-28,완료,kurly_paste
2026-04-29,PR032,,7,PRD-20260429-PR032-8802,2026-05-02,완료,coupang
2026-04-29,PR033,,7,PRD-20260429-PR033-8802,2026-05-02,완료,coupang
2026-04-29,PR034,,12,PRD-20260429-PR034-9207,2026-07-28,완료,coupang
2026-04-29,PR034,,60,PRD-20260429-PR034-7272,2026-07-28,완료,kurly_paste
2026-04-29,PR035,,7,PRD-20260429-PR035-8802,2026-05-02,완료,coupang
2026-04-29,PR036,,8,PRD-20260429-PR036-2806,2026-05-02,완료,coupang
2026-04-29,PR037,,80,PRD-20260429-PR037-7272,2026-11-07,완료,kurly_paste
2026-04-29,PR038,,21,PRD-20260429-PR038-1284,2026-07-28,완료,coupang
2026-04-29,PR038,,150,PRD-20260429-PR038-7272,2026-07-28,완료,kurly_paste
2026-04-29,PR039,,6,PRD-20260429-PR039-1284,2026-05-02,완료,coupang
2026-04-29,PR040,,392,PRD-20260429-PR040-1284,2026-07-28,완료,coupang
2026-04-29,PR041,,46,PRD-20260429-PR041-0489,2026-05-04,완료,oasis_paste
2026-04-29,PR041,,48,PRD-20260429-PR041-8802,2026-05-04,완료,coupang
2026-04-29,PR042,,80,PRD-20260429-PR042-7272,2026-11-07,완료,kurly_paste
2026-04-29,PR043,,7,PRD-20260429-PR043-9207,2026-07-28,완료,coupang
2026-04-29,PR043,,75,PRD-20260429-PR043-7272,2026-07-28,완료,kurly_paste
2026-04-29,PR044,,12,PRD-20260429-PR044-5459,2026-05-02,완료,coupang
2026-04-29,PR045,,12,PRD-20260429-PR045-9207,2026-05-02,완료,coupang
2026-04-29,PR046,,35,PRD-20260429-PR046-2806,2026-05-02,완료,coupang
2026-04-29,PR047,,96,PRD-20260429-PR047-2806,2026-07-28,완료,coupang
2026-04-29,PR047,,180,PRD-20260429-PR047-7272,2026-07-28,완료,kurly_paste
2026-04-29,PR057,,252,PRD-20260429-PR057-2806,2026-05-02,완료,coupang
2026-04-29,PR058,,24,PRD-20260429-PR058-9207,2026-07-28,완료,coupang
2026-04-29,PR058,,1180,PRD-20260429-PR058-7272,2026-07-28,완료,kurly_paste
2026-04-29,PR059,,7,PRD-20260429-PR059-9207,2026-05-02,완료,coupang
2026-04-29,PR060,,7,PRD-20260429-PR060-2806,2026-05-02,완료,coupang
2026-04-29,PR061,,7,PRD-20260429-PR061-9207,2026-05-02,완료,coupang
2026-04-29,PR062,,7,PRD-20260429-PR062-2806,2026-05-02,완료,coupang
2026-04-29,PR063,,7,PRD-20260429-PR063-9207,2026-05-02,완료,coupang
2026-04-29,PR064,,40,PRD-20260429-PR064-7272,2026-11-07,완료,kurly_paste
2026-04-29,PR065,,7,PRD-20260429-PR065-1284,2026-07-28,완료,coupang
2026-04-29,PR065,,40,PRD-20260429-PR065-7272,2026-07-28,완료,kurly_paste
2026-04-29,PR066,,7,PRD-20260429-PR066-2806,2026-05-02,완료,coupang
2026-04-29,PR067,,36,PRD-20260429-PR067-2806,2026-05-02,완료,coupang
2026-04-29,PR068,,7,PRD-20260429-PR068-2806,2026-05-02,완료,coupang
2026-04-29,PR069,,12,PRD-20260429-PR069-9207,2026-05-02,완료,coupang
2026-04-29,PR070,,8,PRD-20260429-PR070-1284,2026-05-02,완료,coupang
2026-04-29,PR071,,86,PRD-20260429-PR071-0489,2026-05-04,완료,oasis_paste
2026-04-29,PR071,,7,PRD-20260429-PR071-8802,2026-05-04,완료,coupang
2026-04-29,PR072,,29,PRD-20260429-PR072-0489,2026-05-04,완료,oasis_paste
2026-04-29,PR072,,4,PRD-20260429-PR072-5459,2026-05-04,완료,coupang
2026-04-29,PR073,,8,PRD-20260429-PR073-2806,2026-05-02,완료,coupang
2026-04-29,PR074,,8,PRD-20260429-PR074-2806,2026-07-28,완료,coupang
2026-04-29,PR074,,40,PRD-20260429-PR074-7272,2026-07-28,완료,kurly_paste
2026-04-29,PR075,,24,PRD-20260429-PR075-2806,2026-05-03,완료,coupang
2026-04-29,PR077,,5,PRD-20260429-PR077-2806,2026-05-02,완료,coupang
2026-04-29,PR078,,44,PRD-20260429-PR078-0489,2026-05-04,완료,oasis_paste
2026-04-29,PR078,,7,PRD-20260429-PR078-1284,2026-05-04,완료,coupang
2026-04-29,PR079,,56,PRD-20260429-PR079-8802,2026-05-02,완료,coupang
2026-04-29,PR079,,48,PRD-20260429-PR079-8802,2026-05-02,완료,coupang
2026-04-29,PR080,,24,PRD-20260429-PR080-9207,2026-07-28,완료,coupang
2026-04-29,PR080,,920,PRD-20260429-PR080-7272,2026-07-28,완료,kurly_paste
2026-04-29,PR081,,24,PRD-20260429-PR081-2806,2026-05-02,완료,coupang
2026-04-29,PR082,,5,PRD-20260429-PR082-8802,2026-05-02,완료,coupang
2026-04-29,PR083,,8,PRD-20260429-PR083-1284,2026-07-28,완료,coupang
2026-04-29,PR083,,820,PRD-20260429-PR083-7272,2026-07-28,완료,kurly_paste
2026-04-29,PR084,,24,PRD-20260429-PR084-2806,2026-05-04,완료,coupang
2026-04-29,PR085,,7,PRD-20260429-PR085-1284,2026-05-02,완료,coupang
2026-04-29,PR086,,7,PRD-20260429-PR086-1284,2026-05-02,완료,coupang
2026-04-29,PR087,,5,PRD-20260429-PR087-1284,2026-05-02,완료,coupang
2026-04-29,PR088,,8,PRD-20260429-PR088-5459,2026-05-02,완료,coupang
2026-04-29,PR089,,24,PRD-20260429-PR089-1284,2026-05-02,완료,coupang
2026-04-29,PR090,,6,PRD-20260429-PR090-9207,2026-05-02,완료,coupang
2026-04-29,PR091,,8,PRD-20260429-PR091-5459,2026-05-02,완료,coupang
2026-04-29,PR092,,96,PRD-20260429-PR092-9207,2026-07-28,완료,coupang
2026-04-29,PR092,,100,PRD-20260429-PR092-7272,2026-07-28,완료,kurly_paste
2026-04-29,PR093,,8,PRD-20260429-PR093-1284,2026-05-02,완료,coupang
2026-04-29,PR094,,8,PRD-20260429-PR094-9207,2026-05-02,완료,coupang
2026-04-29,PR095,,16,PRD-20260429-PR095-2806,2026-05-02,완료,coupang
2026-04-29,PR096,,20,PRD-20260429-PR096-2806,2026-05-02,완료,coupang
2026-04-29,PR097,,10,PRD-20260429-PR097-5459,2026-05-02,완료,coupang
2026-04-29,PR098,,10,PRD-20260429-PR098-5459,2026-05-02,완료,coupang
2026-04-29,PR099,,10,PRD-20260429-PR099-5459,2026-05-02,완료,coupang
2026-04-29,PR100,,10,PRD-20260429-PR100-5459,2026-05-02,완료,coupang
2026-04-29,PR106,,40,PRD-20260429-PR106-2806,2026-05-02,완료,coupang
2026-04-29,PR108,,10,PRD-20260429-PR108-5459,2026-05-02,완료,coupang
2026-04-29,PR109,,10,PRD-20260429-PR109-5459,2026-05-02,완료,coupang
2026-04-29,PR110,,10,PRD-20260429-PR110-5459,2026-05-02,완료,coupang
2026-04-29,PR111,,10,PRD-20260429-PR111-5459,2026-05-02,완료,coupang
2026-04-29,PR112,,80,PRD-20260429-PR112-2806,2026-05-02,완료,coupang
2026-04-29,PR113,,10,PRD-20260429-PR113-5459,2026-05-02,완료,coupang
2026-04-29,PR114,,110,PRD-20260429-PR114-5459,2026-05-02,완료,coupang
2026-04-29,PR115,,10,PRD-20260429-PR115-2806,2026-05-06,완료,coupang
2026-04-29,PR116,,20,PRD-20260429-PR116-2806,2026-05-02,완료,coupang
2026-04-29,PR117,,40,PRD-20260429-PR117-2806,2026-05-02,완료,coupang
2026-04-29,PR118,,60,PRD-20260429-PR118-5459,2026-05-02,완료,coupang
2026-04-29,PR119,,10,PRD-20260429-PR119-5459,2026-05-02,완료,coupang
2026-04-29,PR120,,40,PRD-20260429-PR120-8802,2026-05-02,완료,coupang
2026-04-29,PR122,,10,PRD-20260429-PR122-5459,2026-05-02,완료,coupang
2026-04-29,PR123,,10,PRD-20260429-PR123-5459,2026-05-02,완료,coupang
2026-04-29,PR124,,10,PRD-20260429-PR124-5459,2026-05-02,완료,coupang
2026-04-29,PR125,,10,PRD-20260429-PR125-9207,2026-05-02,완료,coupang
2026-04-29,PR127,,6,PRD-20260429-PR127-8802,2026-05-02,완료,coupang
2026-04-29,PR128,,50,PRD-20260429-PR128-5459,2026-05-02,완료,coupang
2026-04-29,PR129,,10,PRD-20260429-PR129-5459,2026-05-02,완료,coupang
2026-04-29,PR130,,200,PRD-20260429-PR130-7272,2026-07-28,완료,kurly_paste
2026-04-29,PR131,,100,PRD-20260429-PR131-7272,2026-07-28,완료,kurly_paste
2026-04-29,PR134,,100,PRD-20260429-PR134-7272,2026-07-28,완료,kurly_paste
2026-04-29,PR135,,1,PRD-20260429-PR135-9183,2026-07-28,완료,unknown
2026-04-29,PR140,,20,PRD-20260429-PR140-0489,2026-08-01,완료,oasis_paste
2026-04-29,PR141,,120,PRD-20260429-PR141-8802,2026-05-30,완료,coupang
2026-04-29,PR147,,12,PRD-20260429-PR147-0489,2026-08-01,완료,oasis_paste
2026-04-29,PR149,,21,PRD-20260429-PR149-0489,2026-08-01,완료,oasis_paste
2026-04-29,PR150,,4,PRD-20260429-PR150-1284,2026-05-02,완료,coupang
2026-04-29,PR153,,6,PRD-20260429-PR153-1284,2026-05-02,완료,coupang
2026-04-29,PR154,,7,PRD-20260429-PR154-1284,2026-07-28,완료,coupang
2026-04-29,PR154,,20,PRD-20260429-PR154-7272,2026-07-28,완료,kurly_paste
2026-04-29,PR155,,6,PRD-20260429-PR155-1284,2026-05-02,완료,coupang
2026-04-29,PR159,,3,PRD-20260429-PR159-8802,2026-05-03,완료,coupang
2026-04-29,PR160,,3,PRD-20260429-PR160-8802,2026-05-02,완료,coupang
2026-04-29,PR161,,10,PRD-20260429-PR161-1284,2026-05-02,완료,coupang
2026-04-29,PR165,,10,PRD-20260429-PR165-8802,2026-05-02,완료,coupang
2026-04-29,PR170,,10,PRD-20260429-PR170-8802,2026-05-02,완료,coupang
2026-04-29,PR171,,60,PRD-20260429-PR171-5459,2026-05-02,완료,coupang
2026-04-29,PR172,,10,PRD-20260429-PR172-5459,2026-05-02,완료,coupang
2026-04-29,PR173,,10,PRD-20260429-PR173-5459,2026-05-02,완료,coupang
2026-04-29,PR174,,10,PRD-20260429-PR174-1284,2026-05-02,완료,coupang
2026-04-29,PR176,,3,PRD-20260429-PR176-1284,2026-05-02,완료,coupang
2026-04-29,PR177,,6,PRD-20260429-PR177-1284,2026-05-02,완료,coupang
2026-04-29,PR178,,6,PRD-20260429-PR178-1284,2026-05-02,완료,coupang
2026-04-29,PR179,,6,PRD-20260429-PR179-5459,2026-05-05,완료,coupang
2026-04-29,PR180,,6,PRD-20260429-PR180-5459,2026-05-05,완료,coupang
2026-04-29,PR181,,6,PRD-20260429-PR181-5459,2026-05-05,완료,coupang
2026-04-29,PR182,,8,PRD-20260429-PR182-5459,2026-05-05,완료,coupang
2026-04-29,PR183,,8,PRD-20260429-PR183-5459,2026-05-05,완료,coupang
2026-04-29,PR186,,10,PRD-20260429-PR186-2806,2026-05-02,완료,coupang
2026-04-29,PR188,,7,PRD-20260429-PR188-2806,2026-05-02,완료,coupang
2026-04-29,PR189,,7,PRD-20260429-PR189-2806,2026-05-02,완료,coupang
2026-04-29,PR193,,6,PRD-20260429-PR193-2806,2026-05-02,완료,coupang
2026-04-29,PR196,,60,PRD-20260429-PR196-8802,2026-05-02,완료,coupang
2026-04-29,PR197,,60,PRD-20260429-PR197-8802,2026-05-02,완료,coupang
2026-04-29,PR198,,40,PRD-20260429-PR198-8802,2026-05-02,완료,coupang
2026-04-29,PR199,,40,PRD-20260429-PR199-2806,2026-05-02,완료,coupang
2026-04-29,PR200,,40,PRD-20260429-PR200-8802,2026-05-02,완료,coupang
2026-04-29,PR202,,32,PRD-20260429-PR202-2806,2026-05-30,완료,coupang
2026-04-29,PR209,,40,PRD-20260429-PR209-8802,2026-05-30,완료,coupang
2026-04-29,PR213,,140,PRD-20260429-PR213-7272,2026-11-07,완료,kurly_paste
2026-04-29,PR214,,150,PRD-20260429-PR214-7272,2026-07-28,완료,kurly_paste
2026-04-29,PR216,,100,PRD-20260429-PR216-7272,2026-07-28,완료,kurly_paste
2026-04-29,PR217,,150,PRD-20260429-PR217-7272,2026-07-28,완료,kurly_paste
2026-04-29,PR221,,2,PRD-20260429-PR221-0489,2026-08-01,완료,oasis_paste
2026-04-29,PR222,,25,PRD-20260429-PR222-0489,2026-08-01,완료,oasis_paste
2026-04-29,PR223,,4,PRD-20260429-PR223-0489,2026-08-01,완료,oasis_paste
2026-04-29,PR224,,14,PRD-20260429-PR224-0489,2026-08-01,완료,oasis_paste
2026-04-28,PD192,"아몬드토끼쿠키, 1개, 180g",7,PRD-20260428-PD192-9271,2026-05-01,완료,coupang
2026-04-28,PR001,,6,PRD-20260428-PR001-9271,2026-05-01,완료,coupang
2026-04-28,PR002,,3,PRD-20260428-PR002-9271,2026-05-01,완료,coupang
2026-04-28,PR003,,4,PRD-20260428-PR003-9271,2026-05-01,완료,coupang
2026-04-28,PR004,,6,PRD-20260428-PR004-9271,2026-05-01,완료,coupang
2026-04-28,PR004,,10,PRD-20260428-PR004-9271,2026-05-01,완료,coupang
2026-04-28,PR005,,4,PRD-20260428-PR005-9271,2026-05-03,완료,coupang
2026-04-28,PR008,,15,PRD-20260428-PR008-9271,2026-05-01,완료,coupang
2026-04-28,PR011,,6,PRD-20260428-PR011-9271,2026-05-01,완료,coupang
2026-04-28,PR012,,6,PRD-20260428-PR012-9271,2026-05-01,완료,coupang
2026-04-28,PR013,,8,PRD-20260428-PR013-9271,2026-05-02,완료,coupang
2026-04-28,PR014,,14,PRD-20260428-PR014-9271,2026-07-27,완료,coupang
2026-04-28,PR015,,7,PRD-20260428-PR015-9271,2026-05-01,완료,coupang
2026-04-28,PR016,,12,PRD-20260428-PR016-9271,2026-05-02,완료,coupang
2026-04-28,PR017,,12,PRD-20260428-PR017-9271,2026-05-02,완료,coupang
2026-04-28,PR017,,12,PRD-20260428-PR017-9271,2026-05-02,완료,coupang
2026-04-28,PR018,,8,PRD-20260428-PR018-9271,2026-05-02,완료,coupang
2026-04-28,PR020,,12,PRD-20260428-PR020-9271,2026-07-27,완료,coupang
2026-04-28,PR021,,3,PRD-20260428-PR021-9271,2026-05-01,완료,coupang
2026-04-28,PR022,,6,PRD-20260428-PR022-9271,2026-05-03,완료,coupang
2026-04-28,PR024,,7,PRD-20260428-PR024-9271,2026-05-01,완료,coupang
2026-04-28,PR025,,7,PRD-20260428-PR025-9271,2026-05-01,완료,coupang
2026-04-28,PR026,,12,PRD-20260428-PR026-9271,2026-05-01,완료,coupang
2026-04-28,PR028,,6,PRD-20260428-PR028-9271,2026-05-01,완료,coupang
2026-04-28,PR029,,6,PRD-20260428-PR029-9271,2026-05-03,완료,coupang
2026-04-28,PR030,,7,PRD-20260428-PR030-9271,2026-05-01,완료,coupang
2026-04-28,PR031,,48,PRD-20260428-PR031-9271,2026-07-27,완료,coupang
2026-04-28,PR031,,48,PRD-20260428-PR031-9271,2026-07-27,완료,coupang
2026-04-28,PR031,,12,PRD-20260428-PR031-9271,2026-07-27,완료,coupang
2026-04-28,PR032,,7,PRD-20260428-PR032-9271,2026-05-01,완료,coupang
2026-04-28,PR033,,7,PRD-20260428-PR033-9271,2026-05-01,완료,coupang
2026-04-28,PR034,,12,PRD-20260428-PR034-9271,2026-07-27,완료,coupang
2026-04-28,PR035,,7,PRD-20260428-PR035-9271,2026-05-01,완료,coupang
2026-04-28,PR036,,8,PRD-20260428-PR036-9271,2026-05-01,완료,coupang
2026-04-28,PR038,,21,PRD-20260428-PR038-9271,2026-07-27,완료,coupang
2026-04-28,PR039,,6,PRD-20260428-PR039-9271,2026-05-01,완료,coupang
2026-04-28,PR040,,385,PRD-20260428-PR040-9271,2026-07-27,완료,coupang
2026-04-28,PR041,,48,PRD-20260428-PR041-9271,2026-05-03,완료,coupang
2026-04-28,PR043,,7,PRD-20260428-PR043-9271,2026-07-27,완료,coupang
2026-04-28,PR044,,12,PRD-20260428-PR044-9271,2026-05-01,완료,coupang
2026-04-28,PR045,,12,PRD-20260428-PR045-9271,2026-05-01,완료,coupang
2026-04-28,PR046,,28,PRD-20260428-PR046-9271,2026-05-01,완료,coupang
